Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition,MonthlyIncomeGroup,Working_Hours_Group,Experience_Group,Long_Term,Senior_Employee,High_Performer,Salary_Level
208,45,,,,,2,4186,60,20,11,5,4,1,1,83,,7,33,19,2,2,3,3,4,,Medium,Low,,1,0,0,Level 1
209,22,,,,,1,7294,47,2,4,4,3,3,3,74,,6,42,11,4,1,4,13,2,,High,Normal,New,0,0,0,Level 2
210,38,,,,,5,11135,58,19,3,1,4,5,1,11,,8,48,7,3,1,1,19,4,,Very High,High,,1,0,0,Level 2
211,39,,,,,2,14004,39,4,7,5,4,1,1,64,,2,35,5,1,2,4,34,2,,,Low,Experienced,0,0,0,Level 3
212,51,,,,,4,12709,49,26,5,4,3,3,3,87,,5,45,10,1,2,3,31,1,,,Normal,,1,1,0,Level 3
213,26,,,,,3,19389,49,23,11,0,4,3,3,80,,1,33,8,2,2,3,3,3,,,Low,,1,0,0,Level 4
214,52,,,,,4,5150,79,1,4,5,1,5,2,15,,9,35,5,4,3,3,6,4,,Medium,Low,New,0,1,0,Level 1
215,59,,,,,2,17144,57,1,5,6,2,3,3,54,,2,54,12,4,2,4,49,4,,,High,New,0,1,0,Level 4
216,58,,,,,3,15458,82,3,7,8,2,3,3,37,,7,36,19,3,1,3,47,2,,,Normal,New,0,1,0,Level 3
217,37,,,,,4,8808,76,18,4,1,1,5,4,42,,7,48,9,2,2,1,47,3,,High,High,,1,0,1,Level 2
218,59,,,,,4,10892,45,3,12,5,4,4,3,7,,4,57,11,2,1,2,27,2,,Very High,High,New,0,1,0,Level 2
219,20,,,,,2,8553,42,3,13,5,4,2,4,52,,6,49,4,3,4,2,6,3,,High,High,New,0,0,1,Level 2
220,30,,,,,1,10154,25,27,14,0,2,4,3,60,,2,54,4,2,3,1,8,4,,Very High,High,,1,0,0,Level 2
221,47,,,,,5,10139,46,13,10,7,2,2,2,87,,2,59,3,2,2,1,32,3,,Very High,High,,1,0,0,Level 2
222,44,,,,,4,18479,80,1,5,4,3,2,3,69,,9,43,19,1,2,3,13,2,,,Normal,New,0,0,0,Level 4
223,42,,,,,5,3177,74,13,6,1,3,5,1,45,,1,42,7,2,1,3,35,2,,Medium,Normal,,1,0,0,Level 1
224,50,,,,,2,18488,65,22,6,4,3,4,1,8,,6,51,10,4,2,4,2,2,,,High,,1,1,0,Level 4
225,49,,,,,2,13802,73,24,12,3,3,5,3,66,,1,47,13,3,4,4,33,1,,,High,,1,0,0,Level 3
226,54,,,,,1,7513,91,5,12,6,2,4,1,99,,6,55,15,4,1,3,16,3,,High,High,Experienced,1,1,0,Level 2
227,26,,,,,3,11745,31,17,7,9,4,3,2,22,,4,53,6,1,2,4,29,4,,Very High,High,,1,0,0,Level 3
228,35,,,,,5,14581,82,11,10,7,1,1,3,30,,5,59,16,3,2,2,37,2,,,High,Expert,1,0,0,Level 3
229,45,,,,,4,10774,52,10,13,0,2,4,3,33,,4,48,16,2,3,3,44,3,,Very High,High,Expert,1,0,0,Level 2
230,21,,,,,3,19625,78,27,3,0,1,4,2,34,,5,32,17,1,2,2,10,3,,,Low,,1,0,0,Level 4
231,20,,,,,5,12571,17,23,12,7,1,3,3,47,,3,34,5,1,4,4,32,4,,,Low,,1,0,0,Level 3
232,31,,,,,5,12788,68,27,8,3,4,3,3,80,,6,54,8,3,2,4,31,3,,,High,,1,0,0,Level 3
233,24,,,,,3,11028,90,15,5,7,4,2,4,20,,1,39,15,3,3,1,13,3,,Very High,Normal,,1,0,1,Level 2
234,56,,,,,3,16749,58,13,1,6,1,1,2,66,,2,36,7,2,4,4,38,2,,,Normal,,1,1,0,Level 4
235,51,,,,,1,16753,96,10,4,8,2,1,1,37,,6,44,18,2,3,1,16,4,,,Normal,Expert,1,1,0,Level 4
236,28,,,,,4,13196,44,9,11,6,1,1,3,52,,9,53,5,4,4,1,26,3,,,High,Expert,1,0,0,Level 3
237,54,,,,,4,4300,89,28,4,3,4,4,3,34,,5,52,15,1,1,1,4,2,,Medium,High,,1,1,0,Level 1
238,38,,,,,4,10923,99,7,14,4,3,4,4,97,,2,53,17,1,4,1,28,2,,Very High,High,Senior,1,0,1,Level 2
239,35,,,,,3,9673,68,25,8,6,4,5,3,13,,5,53,12,4,1,2,15,4,,Very High,High,,1,0,0,Level 2
240,22,,,,,1,14976,62,10,13,1,4,2,4,79,,6,47,4,2,1,3,44,3,,,High,Expert,1,0,1,Level 3
241,39,,,,,2,7287,49,9,10,2,2,3,4,57,,2,43,9,4,3,1,38,3,,High,Normal,Expert,1,0,1,Level 2
242,43,,,,,1,17384,82,13,9,2,1,3,4,67,,7,47,1,4,4,1,27,3,,,High,,1,0,1,Level 4
243,52,,,,,3,9237,40,16,3,8,1,3,4,72,,8,38,7,2,1,4,28,2,,Very High,Normal,,1,1,1,Level 2
244,43,,,,,1,6805,86,2,12,1,1,5,1,37,,8,33,17,3,2,1,24,4,,High,Low,New,0,0,0,Level 1
245,30,,,,,3,5214,70,8,11,3,3,5,2,14,,6,51,13,3,1,2,27,4,,Medium,High,Expert,1,0,0,Level 1
246,27,,,,,5,19621,90,28,10,7,3,4,2,53,,4,44,5,3,4,2,23,1,,,Normal,,1,0,0,Level 4
247,55,,,,,5,3732,83,23,1,0,3,5,3,64,,2,52,3,1,4,1,13,1,,Medium,High,,1,1,0,Level 1
248,57,,,,,2,17925,94,28,11,8,3,5,2,9,,1,30,7,1,4,1,4,2,,,Low,,1,1,0,Level 4
249,59,,,,,5,5824,78,7,13,5,3,3,4,10,,8,44,0,4,4,1,45,2,,Medium,Normal,Senior,1,1,1,Level 1
250,39,,,,,2,5454,43,2,13,3,4,5,4,94,,5,53,15,4,4,3,33,2,,Medium,High,New,0,0,1,Level 1
251,54,,,,,4,15497,92,1,11,4,2,2,1,35,,9,40,3,1,3,2,31,1,,,Normal,New,0,1,0,Level 3
252,44,,,,,3,14575,73,4,8,6,2,5,1,97,,8,30,10,2,3,3,2,2,,,Low,Experienced,0,0,0,Level 3
253,54,,,,,4,11168,39,23,9,7,4,1,3,56,,2,55,16,2,1,3,27,1,,Very High,High,,1,1,0,Level 2
254,44,,,,,4,5424,86,6,4,4,3,5,2,37,,9,53,3,4,2,4,22,1,,Medium,High,Senior,1,0,0,Level 1
255,48,,,,,2,9183,41,26,5,6,4,4,1,80,,4,43,15,2,4,3,11,1,,Very High,Normal,,1,0,0,Level 2
256,37,,,,,3,19469,36,2,4,2,4,2,4,67,,3,44,19,3,1,3,48,3,,,Normal,New,0,0,1,Level 4
257,37,,,,,2,5016,85,7,4,1,4,5,4,36,,9,46,12,4,1,3,28,2,,Medium,High,Senior,1,0,1,Level 1
258,21,,,,,1,14678,61,10,11,1,1,4,1,17,,2,31,11,3,2,3,34,2,,,Low,Expert,1,0,0,Level 3
259,54,,,,,4,8701,90,27,13,9,2,2,1,38,,6,47,6,3,3,2,25,1,,High,High,,1,1,0,Level 2
260,35,,,,,3,15931,69,9,3,2,4,5,1,35,,7,49,12,4,1,2,2,3,,,High,Expert,1,0,0,Level 4
261,55,,,,,4,12463,23,2,10,5,3,2,2,39,,8,47,6,3,4,1,40,4,,,High,New,0,1,0,Level 3
262,52,,,,,1,18002,68,26,4,9,4,1,4,6,,3,58,5,3,4,1,10,1,,,High,,1,1,1,Level 4
263,23,,,,,1,18588,78,15,9,0,3,3,3,75,,2,51,16,2,2,4,14,1,,,High,,1,0,0,Level 4
264,52,,,,,3,18203,53,27,7,2,3,5,2,18,,2,42,13,2,3,4,3,1,,,Normal,,1,1,0,Level 4
265,33,,,,,3,9971,97,15,6,2,1,2,3,36,,2,36,6,1,2,2,9,2,,Very High,Normal,,1,0,0,Level 2
266,40,,,,,1,4397,22,21,12,1,2,4,1,7,,7,30,17,1,3,3,32,3,,Medium,Low,,1,0,0,Level 1
267,39,,,,,4,13157,41,16,9,0,4,1,1,73,,4,31,0,2,2,2,30,2,,,Low,,1,0,0,Level 3
268,27,,,,,5,7156,83,27,11,0,2,3,4,35,,7,52,16,1,3,3,32,4,,High,High,,1,0,1,Level 1
269,26,,,,,4,4530,47,2,13,0,3,4,4,70,,6,48,19,1,2,4,3,1,,Medium,High,New,0,0,1,Level 1
270,22,,,,,5,3774,99,17,12,7,4,1,1,91,,4,58,4,1,2,3,17,1,,Medium,High,,1,0,0,Level 1
271,36,,,,,2,10985,24,11,2,5,4,5,3,40,,5,45,10,1,2,2,49,4,,Very High,Normal,Expert,1,0,0,Level 2
272,52,,,,,3,11307,30,23,4,8,4,4,2,42,,8,34,14,3,2,1,15,3,,Very High,Low,,1,1,0,Level 2
273,31,,,,,1,10342,25,18,9,2,2,2,1,81,,6,31,12,2,1,4,22,4,,Very High,Low,,1,0,0,Level 2
274,41,,,,,2,18364,33,22,8,6,4,1,3,36,,3,42,3,4,3,4,34,4,,,Normal,,1,0,0,Level 4
275,41,,,,,4,16510,78,23,1,5,1,1,1,64,,8,57,1,1,1,2,46,4,,,High,,1,0,0,Level 4
276,49,,,,,5,18590,66,1,9,8,1,5,4,53,,7,48,6,3,1,2,13,1,,,High,New,0,0,1,Level 4
277,57,,,,,3,11014,91,27,13,8,2,1,3,92,,4,40,14,1,3,4,18,2,,Very High,Normal,,1,1,0,Level 2
278,57,,,,,5,3626,29,12,10,8,4,3,2,85,,2,55,9,2,3,2,22,4,,Medium,High,,1,1,0,Level 1
279,27,,,,,4,8961,56,25,2,6,1,2,4,21,,2,51,19,2,2,4,46,3,,High,High,,1,0,1,Level 2
280,46,,,,,4,16624,97,6,1,8,4,5,1,46,,2,44,12,1,1,1,15,3,,,Normal,Senior,1,0,0,Level 4
281,46,,,,,1,15810,93,18,2,6,3,3,1,44,,2,43,0,3,3,1,15,1,,,Normal,,1,0,0,Level 4
282,53,,,,,2,17259,52,17,10,8,3,5,2,87,,8,52,9,2,2,3,8,1,,,High,,1,1,0,Level 4
283,40,,,,,3,13613,63,17,11,1,4,5,1,24,,5,33,3,2,3,2,47,3,,,Low,,1,0,0,Level 3
284,49,,,,,1,8867,91,2,6,1,4,2,2,19,,7,55,2,1,2,2,28,1,,High,High,New,0,0,0,Level 2
285,52,,,,,5,14023,98,28,2,6,4,1,2,29,,7,42,2,2,1,3,48,4,,,Normal,,1,1,0,Level 3
286,47,,,,,2,12211,63,25,14,9,3,5,1,50,,2,37,9,4,2,3,20,3,,,Normal,,1,0,0,Level 3
287,52,,,,,3,5006,93,18,1,5,1,4,3,70,,8,44,14,2,3,3,44,2,,Medium,Normal,,1,1,0,Level 1
288,24,,,,,5,12754,85,15,5,5,3,2,2,2,,6,31,12,2,2,1,39,4,,,Low,,1,0,0,Level 3
289,38,,,,,3,12033,69,1,14,4,4,2,1,69,,8,49,14,1,4,1,16,4,,,High,New,0,0,0,Level 3
290,23,,,,,3,5203,36,29,11,0,2,4,2,79,,3,58,13,4,4,2,22,4,,Medium,High,,1,0,0,Level 1
291,54,,,,,2,18064,57,20,2,6,1,2,4,76,,3,50,18,2,2,1,31,2,,,High,,1,1,1,Level 4
292,36,,,,,5,6197,64,14,11,1,2,5,3,6,,3,32,1,4,4,2,14,4,,High,Low,,1,0,0,Level 1
293,47,,,,,1,12901,98,13,4,7,3,3,3,28,,9,33,6,4,3,4,44,2,,,Low,,1,0,0,Level 3
294,49,,,,,1,8666,33,25,11,9,1,1,2,54,,6,34,11,4,4,3,26,3,,High,Low,,1,0,0,Level 2
295,48,,,,,1,12256,86,12,14,6,1,3,3,74,,9,34,19,1,3,4,46,3,,,Low,,1,0,0,Level 3
296,25,,,,,3,15473,32,8,11,1,2,2,2,1,,2,42,1,1,4,3,19,4,,,Normal,Expert,1,0,0,Level 3
297,54,,,,,4,4718,24,7,11,1,2,4,4,87,,9,49,2,3,2,3,15,3,,Medium,High,Senior,1,1,1,Level 1
298,56,,,,,2,14524,64,8,8,9,2,2,3,25,,3,41,15,3,3,3,48,1,,,Normal,Expert,1,1,0,Level 3
299,43,,,,,1,18765,63,18,10,7,2,2,1,44,,8,52,7,4,4,1,29,2,,,High,,1,0,0,Level 4
300,48,,,,,2,5593,55,21,11,4,1,2,3,53,,3,31,15,2,4,3,36,1,,Medium,Low,,1,0,0,Level 1
301,50,,,,,3,3698,29,28,6,7,3,1,3,37,,4,45,8,1,3,3,34,4,,Medium,Normal,,1,1,0,Level 1
302,54,,,,,2,10568,37,15,8,0,2,2,2,8,,9,50,18,3,3,4,24,3,,Very High,High,,1,1,0,Level 2
303,52,,,,,1,4225,90,28,5,8,4,2,1,99,,4,32,17,4,2,3,14,3,,Medium,Low,,1,1,0,Level 1
304,40,,,,,1,16180,41,7,2,7,1,2,1,69,,6,54,2,1,2,4,5,4,,,High,Senior,1,0,0,Level 4
305,51,,,,,3,5702,20,1,1,5,2,4,3,53,,7,49,3,4,1,1,1,3,,Medium,High,New,0,1,0,Level 1
306,42,,,,,3,5204,38,6,12,7,4,5,1,46,,2,32,14,1,1,1,35,3,,Medium,Low,Senior,1,0,0,Level 1
307,52,,,,,5,5228,23,23,8,0,3,2,1,93,,7,40,0,2,1,4,44,4,,Medium,Normal,,1,1,0,Level 1
308,22,,,,,3,13648,88,16,1,7,3,2,3,77,,4,35,17,2,1,3,29,1,,,Low,,1,0,0,Level 3
309,37,,,,,4,7948,76,24,10,0,2,2,1,47,,7,43,4,2,3,3,31,4,,High,Normal,,1,0,0,Level 2
310,44,,,,,4,6099,81,21,9,3,4,1,3,77,,3,54,19,2,4,3,25,2,,High,High,,1,0,0,Level 1
311,50,,,,,1,16158,84,14,4,9,2,4,4,77,,1,57,15,4,2,1,17,2,,,High,,1,1,1,Level 4
312,22,,,,,3,15899,92,8,6,2,1,3,1,23,,9,33,1,1,2,1,49,3,,,Low,Expert,1,0,0,Level 4
313,59,,,,,4,11793,56,10,6,2,1,5,1,81,,7,59,4,1,4,4,6,4,,Very High,High,Expert,1,1,0,Level 3
314,43,,,,,4,13256,74,27,3,9,1,2,1,1,,2,31,19,3,2,2,48,4,,,Low,,1,0,0,Level 3
315,51,,,,,5,9978,97,17,1,8,2,3,2,95,,5,44,16,4,2,1,27,4,,Very High,Normal,,1,1,0,Level 2
316,41,,,,,3,15098,62,15,6,7,2,3,4,89,,4,37,19,1,4,1,13,2,,,Normal,,1,0,1,Level 3
317,42,,,,,5,3545,70,14,10,9,2,1,3,30,,7,41,5,2,1,3,21,2,,Medium,Normal,,1,0,0,Level 1
318,21,,,,,2,8932,19,20,5,7,3,1,1,20,,2,43,16,2,1,4,10,2,,High,Normal,,1,0,0,Level 2
319,46,,,,,5,9203,93,29,4,6,3,3,1,92,,8,56,11,4,2,1,44,1,,Very High,High,,1,0,0,Level 2
320,21,,,,,2,11375,68,11,9,7,4,2,3,77,,7,47,19,3,4,1,40,1,,Very High,High,Expert,1,0,0,Level 2
321,45,,,,,2,17240,52,6,13,7,2,5,4,63,,3,58,10,3,4,2,34,4,,,High,Senior,1,0,1,Level 4
322,36,,,,,3,14462,33,4,4,9,1,2,4,48,,6,43,17,2,4,1,46,3,,,Normal,Experienced,0,0,1,Level 3
323,59,,,,,2,6303,83,29,1,5,1,4,3,46,,9,33,7,4,2,1,15,3,,High,Low,,1,1,0,Level 1
324,52,,,,,2,14827,87,5,10,7,2,4,3,0,,1,47,14,2,3,3,23,3,,,High,Experienced,1,1,0,Level 3
325,28,,,,,5,6286,85,11,13,1,4,4,1,33,,1,54,10,2,1,3,32,1,,High,High,Expert,1,0,0,Level 1
326,58,,,,,3,10489,38,12,6,6,1,2,3,31,,9,42,8,1,4,2,22,2,,Very High,Normal,,1,1,0,Level 2
327,48,,,,,3,18767,94,11,13,2,4,1,2,62,,1,46,2,4,3,3,42,4,,,High,Expert,1,0,0,Level 4
328,45,,,,,2,4711,24,18,7,7,2,3,1,62,,1,30,10,3,2,1,48,2,,Medium,Low,,1,0,0,Level 1
329,54,,,,,5,8496,99,7,1,4,3,3,1,51,,2,45,8,1,2,1,30,2,,High,Normal,Senior,1,1,0,Level 2
330,44,,,,,5,15915,35,25,9,4,1,2,3,38,,3,36,5,2,4,2,27,4,,,Normal,,1,0,0,Level 4
331,43,,,,,5,5250,29,23,10,2,4,2,3,75,,4,52,11,1,1,2,31,2,,Medium,High,,1,0,0,Level 1
332,32,,,,,5,18396,78,1,2,0,3,5,2,47,,4,37,0,2,4,4,4,1,,,Normal,New,0,0,0,Level 4
333,26,,,,,1,7383,27,16,7,1,4,4,2,2,,3,48,15,1,3,3,40,2,,High,High,,1,0,0,Level 2
334,55,,,,,2,10451,85,18,11,1,3,2,1,13,,8,43,12,4,3,1,34,2,,Very High,Normal,,1,1,0,Level 2
335,39,,,,,2,12260,54,12,8,6,2,5,1,85,,4,49,18,3,2,3,25,3,,,High,,1,0,0,Level 3
336,20,,,,,2,7677,22,11,8,1,3,5,3,25,,9,56,15,1,1,4,46,3,,High,High,Expert,1,0,0,Level 2
337,27,,,,,3,6488,52,8,1,6,1,1,3,34,,9,48,17,1,4,3,20,3,,High,High,Expert,1,0,0,Level 1
338,35,,,,,3,6212,66,1,10,0,2,4,2,86,,4,55,13,3,4,4,24,4,,High,High,New,0,0,0,Level 1
339,33,,,,,5,3916,16,16,1,1,2,3,2,3,,4,47,18,2,3,2,23,3,,Medium,High,,1,0,0,Level 1
340,31,,,,,3,14430,36,2,10,6,1,2,4,44,,3,51,7,1,3,1,45,2,,,High,New,0,0,1,Level 3
341,42,,,,,4,9269,18,21,4,6,3,1,4,25,,4,58,11,3,3,1,6,1,,Very High,High,,1,0,1,Level 2
342,34,,,,,2,15759,66,6,2,1,2,1,2,52,,5,48,10,2,2,3,13,3,,,High,Senior,1,0,0,Level 4
343,47,,,,,2,9042,21,17,10,9,2,5,3,63,,2,43,4,2,2,1,5,4,,Very High,Normal,,1,0,0,Level 2
344,53,,,,,1,11812,15,17,12,6,2,3,2,25,,6,33,15,3,2,4,1,1,,Very High,Low,,1,1,0,Level 3
345,21,,,,,1,17705,97,2,4,8,4,1,3,89,,7,46,18,3,4,4,33,3,,,High,New,0,0,0,Level 4
346,51,,,,,4,9731,72,19,6,7,1,4,3,93,,2,40,5,3,1,2,8,1,,Very High,Normal,,1,1,0,Level 2
347,42,,,,,1,14539,76,9,3,5,1,1,2,28,,8,53,8,1,2,3,42,4,,,High,Expert,1,0,0,Level 3
348,41,,,,,5,19448,80,3,10,3,2,5,3,95,,4,47,1,1,4,4,9,3,,,High,New,0,0,0,Level 4
349,44,,,,,5,6698,69,24,12,2,2,1,3,60,,4,42,4,2,4,2,17,3,,High,Normal,,1,0,0,Level 1
350,41,,,,,2,3201,27,22,3,7,1,5,3,13,,7,38,10,4,2,1,31,2,,Medium,Normal,,1,0,0,Level 1
351,41,,,,,5,7237,42,10,11,2,3,1,2,92,,9,36,15,1,3,1,31,2,,High,Normal,Expert,1,0,0,Level 2
352,25,,,,,1,19334,28,5,1,4,2,4,4,52,,7,36,7,2,2,2,6,3,,,Normal,Experienced,1,0,1,Level 4
353,34,,,,,4,5864,17,9,12,2,4,2,3,58,,5,30,1,2,1,3,44,4,,Medium,Low,Expert,1,0,0,Level 1
354,56,,,,,5,9360,30,24,5,8,1,2,3,68,,2,31,0,2,2,1,10,2,,Very High,Low,,1,1,0,Level 2
355,52,,,,,2,18326,60,14,12,6,3,1,4,29,,2,59,8,3,2,1,6,1,,,High,,1,1,1,Level 4
356,27,,,,,2,18945,17,11,7,2,3,3,4,21,,6,50,7,3,2,3,15,2,,,High,Expert,1,0,1,Level 4
357,24,,,,,1,8412,17,19,12,9,1,2,2,95,,5,40,19,3,4,2,1,4,,High,Normal,,1,0,0,Level 2
358,58,,,,,5,12349,55,23,11,6,4,1,4,80,,9,32,16,4,2,3,24,4,,,Low,,1,1,1,Level 3
359,23,,,,,1,9427,43,16,6,3,2,2,3,93,,5,37,12,2,3,2,8,3,,Very High,Normal,,1,0,0,Level 2
360,25,,,,,2,3101,54,14,12,0,1,5,2,5,,2,40,12,1,1,1,19,3,,Medium,Normal,,1,0,0,Level 1
361,51,,,,,4,3376,33,14,4,3,4,1,2,4,,1,54,17,4,2,3,30,2,,Medium,High,,1,1,0,Level 1
362,49,,,,,5,11397,34,4,6,9,1,1,4,40,,6,33,19,3,2,1,44,1,,Very High,Low,Experienced,0,0,1,Level 2
363,54,,,,,4,14916,35,8,3,7,3,2,3,99,,3,51,6,4,4,2,34,4,,,High,Expert,1,1,0,Level 3
364,59,,,,,5,18372,34,7,3,5,2,4,3,85,,6,54,6,4,2,3,44,1,,,High,Senior,1,1,0,Level 4
365,35,,,,,2,13249,61,3,7,0,3,1,1,46,,9,50,8,4,4,3,29,2,,,High,New,0,0,0,Level 3
366,32,,,,,5,6663,58,23,9,0,1,1,1,22,,6,52,12,3,3,4,2,2,,High,High,,1,0,0,Level 1
367,49,,,,,2,16478,16,22,1,3,4,4,3,76,,7,47,4,1,4,4,46,1,,,High,,1,0,0,Level 4
368,38,,,,,3,4060,57,22,4,5,1,4,4,52,,1,33,18,1,3,3,20,4,,Medium,Low,,1,0,1,Level 1
369,36,,,,,2,18701,71,14,12,3,2,4,2,39,,6,54,9,2,3,4,8,2,,,High,,1,0,0,Level 4
370,38,,,,,2,8124,33,11,14,8,1,3,2,60,,6,55,9,1,3,1,15,4,,High,High,Expert,1,0,0,Level 2
371,47,,,,,5,12081,78,26,10,1,1,3,4,79,,1,44,14,1,3,3,22,1,,,Normal,,1,0,1,Level 3
372,45,,,,,4,15690,60,19,5,5,3,4,4,13,,2,47,18,1,1,2,2,4,,,High,,1,0,1,Level 4
373,56,,,,,2,3810,55,4,2,6,2,3,1,21,,6,49,19,1,2,1,23,1,,Medium,High,Experienced,0,1,0,Level 1
374,45,,,,,5,12250,81,29,10,3,1,4,2,67,,3,38,13,2,2,2,17,1,,,Normal,,1,0,0,Level 3
375,42,,,,,2,13038,28,4,12,4,2,5,4,80,,3,38,17,1,2,3,13,3,,,Normal,Experienced,0,0,1,Level 3
376,28,,,,,1,7412,34,22,11,4,2,5,1,2,,2,44,17,4,3,4,10,4,,High,Normal,,1,0,0,Level 2
377,31,,,,,1,7398,49,29,3,1,4,1,2,66,,4,35,13,2,1,4,42,4,,High,Low,,1,0,0,Level 2
378,20,,,,,1,12317,39,25,5,4,4,1,3,72,,1,35,14,1,2,1,29,2,,,Low,,1,0,0,Level 3
379,20,,,,,1,3657,18,21,8,9,3,4,4,37,,1,31,18,4,2,2,17,3,,Medium,Low,,1,0,1,Level 1
380,53,,,,,4,3052,71,8,3,4,3,4,2,6,,8,59,15,2,1,2,11,3,,Medium,High,Expert,1,1,0,Level 1
381,51,,,,,2,15632,16,21,12,4,4,3,2,12,,8,41,2,2,2,2,32,3,,,Normal,,1,1,0,Level 3
382,44,,,,,1,3986,80,15,14,3,1,1,2,95,,9,48,3,2,3,1,45,4,,Medium,High,,1,0,0,Level 1
383,59,,,,,5,11402,35,16,3,9,1,3,1,54,,8,59,0,3,1,2,5,2,,Very High,High,,1,1,0,Level 3
384,20,,,,,1,3775,66,22,6,3,2,2,1,1,,2,46,6,1,3,1,41,1,,Medium,High,,1,0,0,Level 1
385,35,,,,,3,12106,89,22,8,6,3,4,2,36,,2,54,4,2,1,1,6,4,,,High,,1,0,0,Level 3
386,58,,,,,3,15470,92,4,1,5,4,1,3,76,,2,45,16,1,4,4,9,3,,,Normal,Experienced,0,1,0,Level 3
387,24,,,,,4,3505,95,10,7,7,1,1,3,92,,7,42,19,2,3,2,24,4,,Medium,Normal,Expert,1,0,0,Level 1
388,41,,,,,3,6298,29,26,13,0,4,3,3,76,,3,31,6,2,1,3,6,4,,High,Low,,1,0,0,Level 1
389,48,,,,,5,13429,60,5,7,9,2,5,4,49,,6,51,1,1,3,2,1,2,,,High,Experienced,1,0,1,Level 3
390,22,,,,,1,18957,45,4,3,1,4,4,1,19,,5,58,9,2,4,4,28,1,,,High,Experienced,0,0,0,Level 4
391,31,,,,,3,14105,76,2,3,1,2,4,3,48,,5,33,16,4,4,3,45,4,,,Low,New,0,0,0,Level 3
392,45,,,,,3,19148,48,18,9,1,3,4,1,10,,4,39,9,2,2,3,33,2,,,Normal,,1,0,0,Level 4
393,35,,,,,4,19644,50,8,10,2,1,5,2,49,,6,48,9,3,3,2,41,3,,,High,Expert,1,0,0,Level 4
394,56,,,,,3,4951,58,15,12,5,1,4,1,40,,3,57,8,3,4,1,19,4,,Medium,High,,1,1,0,Level 1
395,41,,,,,1,5370,77,4,11,2,1,5,4,72,,7,55,14,3,1,2,33,2,,Medium,High,Experienced,0,0,1,Level 1
396,48,,,,,2,9153,91,13,14,6,3,5,3,3,,5,55,13,3,4,1,35,2,,Very High,High,,1,0,0,Level 2
397,33,,,,,1,18300,32,14,1,2,2,3,2,42,,6,43,15,4,3,4,6,1,,,Normal,,1,0,0,Level 4
398,47,,,,,3,11279,95,9,1,5,1,4,4,78,,1,34,8,4,4,3,40,2,,Very High,Low,Expert,1,0,1,Level 2
399,24,,,,,3,14581,59,28,2,1,3,5,2,99,,9,56,0,1,2,3,35,4,,,High,,1,0,0,Level 3
400,49,,,,,3,5734,53,6,6,1,1,5,2,30,,2,40,19,4,4,3,20,2,,Medium,Normal,Senior,1,0,0,Level 1
401,24,,,,,4,5256,40,12,14,2,1,3,4,1,,5,41,6,1,2,4,8,4,,Medium,Normal,,1,0,1,Level 1
402,31,,,,,5,5969,92,28,8,7,3,4,2,11,,9,38,3,4,2,1,47,3,,Medium,Normal,,1,0,0,Level 1
403,35,,,,,1,18977,89,13,11,8,1,2,4,84,,5,34,8,1,3,4,43,3,,,Low,,1,0,1,Level 4
404,45,,,,,3,13502,38,21,10,1,1,5,3,29,,8,44,1,2,4,1,20,4,,,Normal,,1,0,0,Level 3
405,45,,,,,2,19362,72,23,13,6,4,1,2,43,,3,51,14,3,2,1,13,1,,,High,,1,0,0,Level 4
406,40,,,,,4,6277,64,6,1,0,4,3,4,86,,5,34,17,1,1,3,7,4,,High,Low,Senior,1,0,1,Level 1
407,58,,,,,5,14760,86,20,12,3,2,3,1,74,,9,38,6,4,2,2,43,2,,,Normal,,1,1,0,Level 3
408,55,,,,,3,6969,53,26,1,5,3,3,2,35,,9,44,19,3,1,2,16,4,,High,Normal,,1,1,0,Level 1
409,52,,,,,1,13909,86,25,2,6,4,4,4,24,,8,52,11,2,3,3,33,3,,,High,,1,1,1,Level 3
410,49,,,,,2,10920,45,22,12,2,4,2,1,70,,6,34,8,4,2,3,26,1,,Very High,Low,,1,0,0,Level 2
411,56,,,,,4,4488,97,19,7,2,1,1,2,49,,3,54,15,3,3,1,21,2,,Medium,High,,1,1,0,Level 1
412,42,,,,,1,13259,50,20,4,4,4,3,4,71,,6,41,11,3,3,2,11,3,,,Normal,,1,0,1,Level 3
413,29,,,,,1,13807,53,20,1,2,2,5,4,21,,9,52,10,3,1,4,47,4,,,High,,1,0,1,Level 3
414,24,,,,,4,14209,35,8,8,8,1,2,3,35,,2,47,2,4,2,2,44,3,,,High,Expert,1,0,0,Level 3
415,55,,,,,1,12323,37,5,4,1,1,2,2,2,,5,53,17,1,2,4,6,3,,,High,Experienced,1,1,0,Level 3
416,53,,,,,2,5187,68,8,7,9,2,3,1,77,,9,36,15,1,2,1,23,1,,Medium,Normal,Expert,1,1,0,Level 1
417,50,,,,,2,19654,50,13,11,6,1,1,3,26,,8,47,13,2,4,3,25,4,,,High,,1,1,0,Level 4
